geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
C20orf201,0,0,0.1061,0,0.219,0.1463,0.2814,0.1642,0,0,0,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0
MYT1,0,0,0,0,0,0,0.0252,0,0,0.0345,0,0
PCMTD2,5.8302,6.1056,6.4014,9.8972,3.4008,7.0561,13.7237,13.2399,7.9559,7.2077,8.5498,8.8149
DQ590432_4,0,0,0,0,0,0,0,0,0,0,0,0
LINC00266-1,0,0.1138,0.1273,0.1998,0.2629,0,0.2018,0.3943,0,0,0.0681,0
DQ579288_4,0,0,0,0,0,0,0,0,0,0,0,0
DQ590589_10,0,0,0,0,0,0,0,0,0,0,0,0
BC071797_2,0,0,0,0.1202,0,0,0,0.2372,0,0,0,0.192
JB074932,0,0,0,0,0,0,0,0,0,0,0,0
MI0016048,0,0,0,0.8026,1.0559,0.7056,0,0,0.4472,0.4648,0,0
MI0016088,0,0,0,0,0,0,0,0,0,0,0,0
TEKT4P2,0.854,1.6259,1.9595,4.7918,0.1324,0.7188,0.8973,1.9985,0.5863,1.6083,1.762,4.1948
DQ590126_5,0,0,0,0,0,0,0,0,0,0,0,0
AK311573,0,0,0,0,0,0,0,0,0,0,0,0
TPTE,0,0,0,0.0756,0,0,0,0,0,0,0,0
BAGE3,0,0,0,0.0806,0,0.0709,0.0686,0.1591,0.0898,0.0467,0,0
BAGE,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0.0372,0,0,0.0629,0.0654,0,0
MI0014242,0,0,0,0,0,0,0,0,0,0,0,0
POTED,0,0,0,0,0,0,0,0,0,0,0,0
MI0014243,0,0,0,0,0,0,0,0,0,0,0,0
DQ591735_3,0,0,0,0,0,0,0,0,0,0,0,0
MI0025905,0,0,0,0,0,0,0,0,0,0,0,0
C21orf15,0,0,0,0.113,0,0,0,0,0,0,0,0
DQ586768_9,0,0,0,0,0,0,0,0,0,0,0,0
DQ579288_5,0,0,0,0,0,0,0,0,0,0,0,0
DQ587539_11,0,0,0,0,0,0,0,0,0,0,0,0
DQ579969_6,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A11P,0.0271,0,0,0.1327,0,0,0,0,0,0,0,0
BC048201,0,0,0,0.1346,0,0,0,0,0,0,0,0
BC024173,0,0,0,0,0,0,0,0,0,0,0,0
LIPI,0,0,0,0,0,0,0,0,0,0,0,0
RBM11,0.0384,1.1125,0.856,0.1602,0.1054,0,0.0677,0.079,0,1.9093,0.55,0.2347
ABCC13,0.0854,0.1053,0,0.0523,0.0688,0,0.0442,0,0,0.0746,0.0617,0
HSPA13,13.3397,9.6612,10.8559,23.9937,8.1536,7.0556,8.0896,9.3816,13.0465,9.6977,10.277,14.3298
SAMSN1,20.4028,21.5371,21.1198,23.1443,88.6941,51.529,29.8779,40.1771,8.4093,3.4258,3.2307,21.8668
TRNA_Sup_3,0,0,0,0,0,0,0,0,0,0,0,0
SAMSN1-AS1,0,0.098,0,0,0,0,0,0,0,0,0,0
LOC388813,0.0777,0.4612,0.3096,0,0.6392,0.2848,1.3693,1.7576,0.0902,0.0938,0,0.1294
NRIP1,8.0091,6.6205,8.0169,11.3185,19.3503,13.0583,11.9617,13.3917,36.8424,19.7201,35.4474,26.1536
USP25,15.9105,16.4082,16.7126,19.5265,18.4958,14.5825,15.3199,12.5952,15.5775,14.3219,15.1845,17.8202
LINC00478,0.2749,0.1757,0.1685,0.3526,0.058,0.0387,0.1118,0.087,0.0982,0.2042,0.2842,0.1408
SNORD74_3,0,0,0,0,0,0,0,0,0,0,0,0
MI0000101,0,0,0,0,0,0,0,0,0,0,0,0
MI0000064,0,0,0,0,0,0,0,0,0,0,0,0
MI0000470,0,0,0,0,0,0,0,0,0,0,0,0
DM119543_2,0,0,0,0,0,0,0,0,0,0,0,0
C21orf37,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_Gly_13,0,0,0,0,0,0,0,0,0,0,0,0
CXADR,0,0,0,0.0565,0.3788,0.0761,0.0732,0,0,0,0.0295,0.1383
Y_RNA_76,0,0,0,0,0,0,0,0,0,0,0,0
BTG3,3.2081,1.5264,2.267,4.6444,9.0999,4.7777,5.4303,3.5096,4.2683,2.6325,2.6268,9.5085
C21orf91-OT1,0,0,0,0,0,0,0,0,0,0,0,0
C21orf91,3.0241,1.2419,1.4746,4.4755,0.8848,1.5086,3.0799,2.2299,2.6969,1.1396,2.1387,3.5894
CHODL-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CHODL,0,0,0,0,0,0.059,0,0,0,0,0,0
TMPRSS15,0,0,0,0,0,0,0,0,0,0,0,0
BC028044,0,0,0,0,0,0,0,0,0,0,0,0
BC051441,0,0,0,0,0,0,0,0,0,0,0,0
MI0014244,0,0,0,0,0,0,0,0,0,0,0,0
LINC00320,0,0.0435,0,0,0,0,0,0,0,0.0443,0,0
NCAM2,0.0416,0.0551,0.0201,0,0,0.0278,0,0,0.0176,0.0549,0.033,0
RNU6-67P,0,0,0,0,0,0,0,0,0,0,0,0
LINC00317,0,0,0,0,0,0,0,0,0,0,0,0
BC035642,0,0,0,0,0,0,0,0,0,0,0,0
BC039377,0,0,0,0,0,0,0,0,0,0,0,0
LINC00308,0,0,0,0,0,0,0,0,0,0,0,0
Z49981,0,0,0,0,0,0,0,0,0,0,0,0
Z49979,0,0,0,0,0,0,0,0,0,0,0,0
MI0021275,0,0,0,0,0,0,0,0,0,0,0,0
D21S2088E,0,0,0,0,0,0,0,0,0,0.0492,0,0
AK124194,0.143,0.283,0.1583,0.1987,0,0.2184,0.042,0,0.1107,0.1439,0.1524,0.0794
LOC339622,0,0,0,0,0,0,0.045,0,0,0,0.0181,0
5S_rRNA_97,0,0,0,0,0,0,0,0,0,0,0,0
LINC00158,0,0,0,0,0,0,0,0,0.0545,0,0,0
MI0000681,0,0,0,0,0,0,0,0,0,0,0,0
LINC00515,0,0,0,0,0,0,0,0,0.1789,0,0,1.0257
MRPL39,10.1742,13.3086,9.7002,9.0794,2.1079,3.9907,2.935,3.8201,10.5648,10.9806,9.4194,8.6383
JAM2,0,0.0584,0,0.2397,0,0.0602,0.0579,0,0.0572,0.1191,0.07,0.082
ATP5J,73.6101,73.1991,70.2382,44.0132,14.0082,24.328,30.9639,35.87,73.992,81.9427,85.2662,60.0897
GABPA,10.0766,11.0361,9.2102,11.4175,4.6884,7.8587,8.248,8.964,9.9925,11.5003,10.1534,10.9344
APP,66.7997,78.1321,57.0862,64.8698,25.7201,42.6809,40.2554,42.6674,98.8176,80.2187,90.8895,75.4586
AK074469,0.4855,0.1729,0.2579,0.3035,6.6547,0.9783,1.4541,1.3973,0.5074,0.6445,1.0344,0.5656
CYYR1,0.1016,0.6147,0,0.1059,0.0617,0.2887,0.0397,0.0926,0.0261,0.2454,0,0
ADAMTS1,0.0447,0,0,0,0.0409,0,0,0,0.0173,0,0,0
ADAMTS5,0.0143,0.017,0.0572,0.0299,0.0197,0.2891,0.6826,0.3245,0,0,0.0153,0.0119
MI0017400,0,0,0,0,0,0,0,0,0,0,0,0
BC043580,0,0,0,0,0,0,0,0,0,0,0,0.0443
LINC00113,0,0,0,0,0,0,0,0,0,0,0,0
LINC00314,0,0,0,0,0,0,0,0,0,0,0,0
AX747935,0.0791,0.1879,0,0.0825,0.1085,0.145,0.1394,0,0.1838,0,0.2248,0.1317
BC047600,0.0155,0.0183,0,0.0322,0.0424,0.0283,0,0,0,0.0187,0,0
BC101420,0,0,0,0,0,0,0,0,0,0,0,0
LINC00161,0,0.0946,0,0,0,0,0,0,0,0,0,0
N6AMT1,2.0603,1.3259,1.2967,1.6563,0.2935,0.2555,0.8601,0.1434,1.7109,1.5676,1.5349,1.6252
LTN1,6.3328,5.8351,5.8759,6.7802,7.4727,4.651,5.3131,5.4956,7.2675,7.2828,7.2813,7.9744
RWDD2B,3.5781,3.7644,4.2119,2.7114,0.3344,0.8938,1.0745,1.0031,3.0217,3.7295,2.5701,2.6394
USP16,20.155,20.2134,21.6702,21.1017,20.9384,18.4977,20.4674,17.1735,19.807,19.0137,20.9107,18.355
CCT8,82.1126,80.7255,80.1229,68.1323,32.7356,40.7315,45.5408,43.1948,94.1547,82.4429,84.1574,80.9822
MAP3K7CL,0.2997,0.4517,0.374,0.7825,60.1952,106.105,28.1362,45.215,1.4434,0.9162,0.5794,3.7734
U3_13,0,0,0,0,0,0,0,0,0,0,0,0
LINC00189,0,0,0.0931,0.1461,1.153,2.5074,1.4957,0.4323,0.2442,0.1258,0.0498,0
BACH1,30.8945,29.4011,30.5858,54.6147,86.1229,54.3886,57.4433,41.6541,38.2296,35.3356,40.9976,55.5418
GRIK1,0.0223,0,0.0593,0.093,0.1115,0.0818,0.1572,0.0917,0.0777,0.0539,0.0158,0
GRIK1-AS2,0.1292,0.1534,0.3432,0,0.1771,0,0,0,0.2251,0.3119,0.2294,0.2151
GRIK1-AS1,0,0.1787,0.1,0.4706,0,0,0,0,0.4419,0.1531,0.0535,0.1056
CLDN17,0,0,0,0,0,0,0,0,0,0,0,0
LINC00307,0,0,0,0,0,0,0,0,0,0,0,0
CLDN8,0.0323,0,0,0,0,0,0.0569,0,0,0,0,0
KRTAP24-1,0,0,0,0.1751,0,0,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0,0.6602,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0,0,0,0,0,0,0
MI0015867,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP6-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP7-1,0,0.1187,0,0,0.2743,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0,0,0,0,0,0,0
TIAM1,13.2617,15.6348,14.6928,12.0122,5.3383,9.3752,12.827,9.521,12.381,13.6987,14.8432,11.968
BC014150,0,0,0,0,0,0,0,0,0,0,0,0
BC041449,0,0,0,0,0.1499,0,0,0,0,0,0,0
SOD1,89.4397,89.5333,85.3885,83.6874,19.6952,40.5345,43.0339,41.2075,67.07,61.9929,55.1032,72.5829
SCAF4,2.2858,2.6029,2.4586,4.371,16.8918,11.0907,9.323,8.4412,2.7511,3.1016,2.8442,3.9085
HUNK,0.0188,0.0111,0,0.0196,0.0257,0,0.0331,0,0,0.0113,0,0
LINC00159,0,0,0,0,0,0,0,0,0,0,0,0
MIS18A,2.6477,2.2522,2.4028,2.7588,0.4839,0.8892,1.5549,1.3609,3.177,2.3966,2.1311,3.4522
MRAP,0,0,0,0,0,0,0,0,0,0,0,0
BC034802,0,0.1421,0,0,0,0,0,0,0,0,0.085,0
URB1,0.975,1.1496,0.8433,0.9223,0.2462,0.893,0.7685,0.6462,1.4152,1.6025,1.722,1.5374
SNORA80,0,0,0,0,0,0,0,0,0,0,0,0
C21orf119,1.2605,1.7953,1.3392,4.2027,1.3822,2.0012,4.2934,3.9735,1.9515,3.3468,2.3275,3.3568
EVA1C,0.0278,0.0428,0,0,0.219,0.3658,0.2111,0.1642,0.0464,0.1446,0,0.1994
TCP10L,0.1028,0.0915,0.1024,0.1071,0,0,0.0453,0.0528,0.1194,0.1241,0.073,0.2995
C21orf59,9.8286,12.1673,8.5677,10.7569,0.6993,6.099,6.6512,5.1049,8.8863,12.1851,10.4395,12.8671
SYNJ1,3.4803,4.2113,3.9302,3.5445,11.044,3.6502,3.1937,2.7495,3.2416,5.0602,3.8158,3.6171
PAXBP1-AS1,0.762,0.5286,1.0707,0.9365,0.9642,1.396,2.2376,2.1692,0.6247,1.0106,1.2628,3.48
PAXBP1,12.3402,11.2163,10.1165,16.9885,19.3037,15.2627,17.6084,18.3404,17.551,15.7606,18.6582,21.6311
C21orf49,0.2884,0.4107,0.3859,1.0883,0,0.1057,0,0.1186,0.2706,0.2798,0.4122,0.4848
C21orf62,0,0.0208,0,0.1093,0,0,0,0,0.0203,0,0.0248,0
OLIG2,0,0,0,0,0.5292,0.1516,0.2429,0,0,0,0,0.1377
OLIG1,0,0.0361,0,0,3.8362,3.1206,7.3423,8.8806,0,0.0367,0,0.0506
C21orf54,0,0,0,0,0,0,0,0,0,0,0,0
IFNAR2,9.6153,13.1008,13.6885,15.2766,19.4219,11.6963,13.0312,10.7769,9.4554,12.3447,13.8716,10.7256
IL10RB,31.4722,28.2643,24.8239,28.414,29.6072,25.9753,22.8733,17.9024,26.6682,27.3112,20.3837,25.1645
IL10RB-AS1,5.4691,5.7898,5.8891,5.5447,10.9416,11.1023,10.1566,7.5974,4.2911,6.6007,6.2988,3.1985
IFNAR1,26.2945,24.7661,24.1145,31.6523,6.7054,8.6502,12.7676,8.373,26.1073,23.22,24.5556,20.4884
IFNGR2,102.1612,106.5523,103.508,88.8542,59.2169,58.5535,57.963,43.8942,78.3622,79.9016,79.8945,87.1799
TMEM50B,5.0276,5.018,4.4458,6.247,4.6801,5.7663,5.465,8.1922,3.5006,5.7488,3.5112,5.0457
DNAJC28,1.1287,1.6365,1.2623,1.7331,0.0994,0.1088,0.1518,0,1.8625,0.932,1.2657,1.1229
GART,16.2028,17.6427,14.3078,12.6077,2.2073,5.5165,6.6276,5.0642,18.6176,20.0909,21.785,18.2671
SON,21.4123,18.8845,21.2966,18.3375,43.5099,34.9376,34.6972,32.5066,18.51,21.9583,25.0397,20.3194
MI0022213,0,0,0,0,0,0,0,0,0,0,0,0
DONSON,2.0879,2.2579,1.6012,2.5677,2.2243,1.8596,1.4994,2.2863,1.67,2.9958,1.8167,2.6591
CRYZL1,6.2271,9.452,6.206,7.2917,3.094,4.0357,6.7071,5.9085,6.5519,8.7089,7.1322,7.9039
AK057604,1.2763,0.8598,1.1544,0.9483,0.3972,0.9289,1.2019,1.0425,1.5141,1.5119,2.1608,1.4618
ITSN1,1.8646,3.4748,3.1615,2.1073,1.8228,2.4437,3.4018,4.0626,3.6558,4.7267,5.3558,4.8349
intersectin 1 long form,0.1846,0.1096,0.2043,0.1282,0.3374,0.0564,0.2168,0.253,0.0715,0.1485,0.3059,0.2049
ATP5O,125.0787,125.3827,129.4443,90.8759,39.7016,73.3382,84.603,92.8635,135.7838,142.996,145.544,115.2586
LINC00649,0.2971,0.4167,0.0359,0.1688,0,0.3958,0.1903,0,0.6899,1.4341,0.2877,0.2248
SLC5A3,41.6199,28.4668,30.6224,14.0827,4.4056,1.3353,5.0963,1.5198,103.9584,57.6921,73.7618,28.5591
MRPS6,63.9328,56.9348,68.0802,30.2072,5.8848,11.7758,17.149,12.3812,123.1973,86.762,105.9901,56.3351
LINC00310,0,0.0648,0,0.3344,0,0.1001,0,0,0.1863,0.0659,0.114,0.0909
KCNE2,0,0.2212,0.1147,0,0,0,0.1521,0,0,0.1042,0,0
SMIM11,7.0743,8.4341,5.1959,8.2767,1.8651,7.3737,6.2637,8.0113,7.2889,9.9404,7.2223,8.8079
BC049386,0.9904,1.1755,0.4384,1.1007,0,0,0.349,0,0.6133,1.3546,0.6096,0.7693
KCNE1,5.9914,8.1584,4.8847,6.4093,1.5545,1.0311,1.7781,0.9576,4.0281,11.6977,4.1536,3.1859
RCAN1,7.2492,7.8023,7.1967,7.7431,2.5678,4.3469,5.8189,5.4717,7.0423,6.5303,6.126,7.5118
CLIC6,0.0182,0.0217,0.0242,0.038,0,0.0334,0,0.0375,0,0,0.0259,0
LINC00160,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506385,0,0.0323,0,0.17,0,0.0996,0.2526,0.0559,0.0316,0.0985,0.0579,0.1358
RUNX1,10.5265,10.5539,11.75,12.107,43.9387,22.5825,15.4681,19.9105,9.3041,8.7394,13.1496,14.8924
AX746823,0.3533,0.6431,0.3441,2.5035,6.6517,2.0282,1.6186,2.2278,0.3829,0.796,0.6525,2.3525
AX813477,0,0,0,0,0,0,0,0,0,0,0,0
RUNX1-IT1,0.9764,0.4967,0.3087,1.7441,6.3735,2.385,1.966,3.2501,1.2418,0.8979,2.1464,1.7026
LOC100506403,0,0,0,0,0,0,0,0,0,0,0,0
MI0003906,0,0,0,0,0,0,0,0,0,0,0,0
SETD4,2.7424,3.5533,3.152,3.2024,0.7861,0.9409,2.2377,1.4227,3.2506,3.0339,3.2186,2.8875
LOC100133286,0.5434,0.1741,0.2187,1.0141,0,0,0.1304,0.145,0.2691,0.1806,0.3853,0.5003
CBR1,52.2885,31.7814,61.223,53.0344,2.2899,10.6209,14.0433,11.8184,43.0404,25.4077,41.9855,40.8798
CBR3-AS1,0.4186,0.4947,0.3694,0.4852,0,0.0847,0.0814,0.4769,0.322,0.5769,0.0985,0.3846
CBR3,7.107,12.5796,16.5588,7.4054,1.1964,0.3426,0.4394,0.1282,1.1583,2.5582,1.5054,4.6696
DOPEY2,7.3252,6.3696,7.8575,8.4802,4.1003,4.1016,4.6001,3.392,5.647,7.9409,6.7921,5.2245
MORC3,23.2824,19.6314,19.8618,26.1311,14.9952,18.5145,19.3307,19.1335,20.1346,17.853,18.7156,22.7467
BC058002,0.095,0.1127,0.1261,0.3958,0.7811,0.174,0.1673,0.1952,0.4411,0.1146,0.1349,0.4742
CHAF1B,0.4259,0.1805,0.2424,0.317,0,0.1672,0.2144,0.2502,0.1766,0.1101,0.216,0.3544
CLDN14,0.0396,0.1143,0,0,0,0,0,0,0.0919,0.5442,0.2051,0.1318
SIM2,0.0785,0.0788,0.0441,0.0944,0,0.0304,0.0877,0,0.0674,0.0901,0.0354,0
HLCS,2.4994,2.2917,2.6287,3.7811,1.0443,1.183,0.6331,0.3789,1.7792,2.1981,1.8911,2.0786
RIPPLY3,0.0358,0,0,0,0,0,0,0,0,0.0432,0,0
PIGP,14.7032,11.4516,8.8609,16.2425,2.2574,5.3311,4.7506,4.803,14.4696,11.3096,11.0814,12.4362
TTC3,33.2861,33.4191,30.6318,33.98,8.0542,12.6948,14.3987,14.0105,30.7966,31.8957,28.6817,32.5652
DSCR9,0.0422,0,0,0,0.3468,0.618,0.1486,0.1734,0.1959,0.1018,0.0898,0.2106
DSCR3,31.2248,33.246,35.2389,30.6887,6.8892,14.2426,17.3187,14.906,28.8753,29.0519,29.9776,24.0033
DYRK1A,15.7983,14.2244,15.572,17.9262,23.7848,21.9516,21.04,21.2951,13.2677,15.0836,14.6233,15.8953
AL109792,0,0,0,0.0996,0,0,0,0,0,0,0,0
KCNJ6,0.0346,0,0,0,0,0,0,0,0,0,0,0
DSCR4,0,0,0,0,0,0,0,0,0,0,0,0
DSCR8,0,0,0,0,0,0,0,0,0,0.1823,0,0
DSCR10,0,0,0,0,0,0,0,0,0.0936,0,0,0
KCNJ15,0,0.059,0.1632,0.0518,0.8862,0.6755,0.3248,0.7581,0,0.0742,0.0436,0.3069
AK027145,0,0.0402,0.18,0,0.1858,0.4966,0.597,0.418,0.0787,0.0409,0,0.0564
ERG,0,0,0.0196,0,0.2751,0.2747,0.1927,0.1214,0.0866,0.0178,0,0.2495
LINC00114,0,0,0,0,0,0,0,0,0,0,0,0
ETS2,2.1359,1.0491,2.2008,2.7628,50.675,34.4915,27.7454,34.8197,2.5016,0.6889,2.3968,14.9164
SNORA62_2,0,0,0,0,0,0,0,0,0,0,0,0
PSMG1,14.5669,15.5947,12.8,12.2249,5.1535,3.2307,4.1362,7.7008,12.4012,12.512,13.8573,11.1351
BRWD1,9.0382,9.6089,9.7786,16.3377,25.799,16.1426,17.1836,16.9496,10.6255,12.4158,10.2621,13.5166
BRWD1-IT2,0.4721,0.5603,0.5374,0.8432,2.7732,1.4825,2.3763,0.8319,0.3132,0.8139,0.8621,1.2347
BRWD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
HMGN1,143.1096,124.8626,124.7102,150.46,71.9565,73.5288,79.8618,87.2308,118.2273,108.9274,95.8667,142.2279
WRB,11.0893,12.884,10.9117,9.9716,2.0896,5.7617,5.4755,2.8494,10.6803,14.4311,10.4237,7.8461
LCA5L,0.2774,0.6261,0.2083,0.3692,0.1167,0.0631,0.2392,0.0603,0.1523,0.7094,0.4131,0.0573
SH3BGR,1.1114,1.4017,1.3838,0.4343,0,0,0.4895,0.2856,0.726,1.4252,1.036,1.0406
MI0022220,0,0,0,0,0,0,0,0,0,0,0,0
B3GALT5,0,0,0,0,0,0,0,0.1528,0,0.0897,0,0
C21orf88,0,0.061,0,0,0,0,0,0,0,0,0,0.0855
IGSF5,0,0.0398,0,0,0,0,0,0,0,0,0,0
PCP4,0,0,0,0,0,0,0,0,0,0,0,0
DSCAM,0,0,0.0133,0,0.0275,0,0,0,0,0,0,0
MI0017401,0,0,0,0,0,0,0,0,0,0,0,0
DSCAM-AS1,0,0,0,0,0.1159,0.1101,0,0,0,0.1451,0,0
DSCAM-IT1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00323,0,0,0,0,0,0,0.0605,0,0,0,0,0
MI0014245,0,0,0,0,0,0,0,0,0,0,0,0
BACE2,0.3474,0.2749,0.6195,0.1087,0.0635,0,0.0919,0,0.1345,0.1889,0.3126,0.0868
PLAC4,0.0139,0,0.0184,0,0.038,0,0.0122,0.0142,0.0161,0.0585,0.0098,0
FAM3B,0,0.1784,0.7343,0.233,0.0634,0.6423,0.9923,0.206,0.1298,0.1814,0.4269,0.3335
MX2,2.1531,1.8291,4.0718,14.8687,11.5505,24.7494,23.2581,19.3149,1.8604,2.0419,3.4774,2.2252
MX1,17.712,6.2295,21.2435,50.9175,7.7261,14.5075,10.2366,8.3451,5.7418,1.279,4.6307,2.7182
TMPRSS2,0,0,0,0,0,0,0,0,0,0,0,0
pp9284,0,0,0,0,0,0,0,0,0,0,0,0.0456
LINC00111,0,0,0,0,0,0,0,0,0,0,0,0
LINC00479,0,0,0,0,0,0,0,0,0,0,0,0
LINC00112,0,0,0,0,0,0,0,0,0,0,0,0
RIPK4,0,0,0,0,0.0491,0,0,0,0,0,0,0
MI0022659,0,0,0,0,0,0,0,0,0,0,0,0
PRDM15,1.0196,0.988,0.8627,0.9106,1.2357,1.1173,1.2235,0.7273,1.0714,1.1929,1.5125,1.2123
C2CD2,1.7505,1.6402,1.436,2.0843,1.7627,1.5091,1.7045,1.6805,2.5341,2.4641,2.746,3.039
ZBTB21,3.2899,3.0856,2.7956,5.0582,16.4597,9.0836,9.0417,8.7044,4.6193,4.4038,3.6948,6.2696
ZNF295-AS1,0,0,0,0,0,0,0,0,0.0273,0,0,0.0391
UMODL1,0,0.0314,0,0,0.0725,0.2153,0.0466,0.1127,0.0709,0.0491,0.052,0.044
AX748362,0,0,0,0,0,0,0,0,0.0409,0.0425,0,0
C21orf128,0,0,0.043,0,0,0,0,0,0.0376,0,0,0.1078
ABCG1,41.9737,17.962,14.6859,49.6306,24.5671,1.3145,1.6725,2.2195,10.9399,1.7148,3.1417,28.2314
5S_rRNA_98,0,0,0,0,0,0,0,0,0,0,0,0
AL355711,4.81,2.039,1.5209,9.3078,7.5354,0.2797,0.269,1.1773,2.0391,0.3225,0.3796,4.2573
TFF3,0,0,0,0.1371,0,0,0,0.1352,0,0,0,0.1095
TFF2,0,0,0,0,0,0,0,0,0,0,0,0
TFF1,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS3,0.0324,0,0,0.0486,0,0,0,0,0.0376,0.0282,0,0.0539
UBASH3A,0.0852,0.0278,0,0,0,0.1142,0,0,0.1088,0,0,0.0519
U6_129,0,0,0,0,0,0,0,0,0,0,0,0
RSPH1,0,0.0602,0.0674,0,0.2783,0,0.0894,0,0.1179,0,0.0721,0
SLC37A1,2.756,3.3776,3.2435,2.721,4.046,4.0554,3.6335,2.334,2.0815,2.6501,1.8459,1.6073
BC041455,0,0,0,0,0,0,0,0,0,0,0,0
BC033260,0,0,0,0,0,0,0,0,0.0284,0,0,0
PDE9A,0.0896,0,0.0595,0.0934,0,0,0.2035,0,0,0,0,0
WDR4,2.3244,1.9585,2.2907,1.3961,2.4296,0.9534,1.1004,1.0375,2.1589,2.1693,2.3753,2.0356
AX747730,0.8468,0.9402,0.5804,0.2277,0.7489,0.3503,0.5294,0.5054,1.3956,1.2857,0.7178,0.4547
NDUFV3,43.2673,42.5755,50.2994,27.9369,10.3246,21.2305,22.4925,22.0142,52.436,44.9775,54.5758,33.5433
HERV-Fb1,0.1255,0.0596,0.0667,0.0523,0.3441,0.2299,0.2653,0.1032,0.0291,0.3332,0.1248,0.1671
MI0019311,0,0,0,0,0,0,0,0,0,0,0,0
PKNOX1,3.2752,3.4236,3.809,2.8472,5.7069,3.3869,2.3312,2.7176,4.1975,3.6376,4.5774,3.8495
CBS,11.224,6.5738,14.0078,33.9664,0.0808,0,0.1436,0.0558,14.9515,3.5832,12.23,12.9439
U2AF1,33.5456,27.786,29.0318,28.8425,70.2239,52.2192,48.949,54.1933,31.5998,27.449,29.8914,31.4873
CRYAA,0,0,0,0,0.1706,0,0,0,0,0,0,0
SIK1,0.339,0.2624,0.3524,0.9216,23.6412,45.5556,50.1754,52.944,0.0685,0.0178,0.1989,2.1346
LINC00319,0.0231,0.0274,0,0.0481,0,0.0423,0,0,0,0.1115,0.0328,0
LINC00313,0,0,0,0,0,0,0,0,0,0,0,0
HSF2BP,0.3382,0.1733,0.1123,0,0.1001,0,0,0,0.0982,0.2041,0.1556,0.0704
DQ577420,0,0,0,0.3141,0,0,0,0,0,0,0,0
MI0020347,0,0,0,0,0,0,0,0,0,0,0,0
RRP1B,24.2911,37.4038,31.9018,28.8684,1.649,2.5858,5.761,3.8244,18.1639,27.8856,24.1589,21.5122
PDXK,49.196,44.8162,48.2295,52.1763,8.5706,7.2957,11.146,7.2938,41.0287,44.9463,42.3528,46.7539
CSTB,2204.2329,1913.9216,1939.3805,1571.3348,27.0935,60.122,146.8281,56.4046,1291.6077,1413.6461,990.2671,1449.0199
RRP1,18.3679,20.4215,22.3501,22.548,6.7771,3.9728,5.9071,3.608,16.6494,19.4011,19.4251,16.6972
